series_id,series_name,date,value,mom_change,yoy_change,rolling_12mo_change,mom_36mo_avg,mom_12mo_avg
PAYEMS,All Employees: Total Nonfarm,1981-11-01,91171.0,-0.2287,0.4672,0.4672,0.0188,0.0389
PAYEMS,All Employees: Total Nonfarm,1981-12-01,90895.0,-0.3027,-0.0528,-0.0528,0.0048,-0.0043
PAYEMS,All Employees: Total Nonfarm,1982-01-01,90565.0,-0.3631,-0.5141,-0.5141,-0.0105,-0.0428
PAYEMS,All Employees: Total Nonfarm,1982-02-01,90563.0,-0.0022,-0.5949,-0.5949,-0.0102,-0.0496
PAYEMS,All Employees: Total Nonfarm,1982-03-01,90434.0,-0.1424,-0.8508,-0.8508,-0.0153,-0.071
PAYEMS,All Employees: Total Nonfarm,1982-04-01,90150.0,-0.314,-1.2412,-1.2412,-0.0264,-0.1039
PAYEMS,All Employees: Total Nonfarm,1982-05-01,90107.0,-0.0477,-1.3024,-1.3024,-0.0271,-0.109
PAYEMS,All Employees: Total Nonfarm,1982-06-01,89865.0,-0.2686,-1.7762,-1.7762,-0.0355,-0.1491
PAYEMS,All Employees: Total Nonfarm,1982-07-01,89521.0,-0.3828,-2.2707,-2.2707,-0.047,-0.1911
PAYEMS,All Employees: Total Nonfarm,1982-08-01,89363.0,-0.1765,-2.4048,-2.4048,-0.0512,-0.2026
PAYEMS,All Employees: Total Nonfarm,1982-09-01,89183.0,-0.2014,-2.5077,-2.5077,-0.0559,-0.2114
PAYEMS,All Employees: Total Nonfarm,1982-10-01,88907.0,-0.3095,-2.7063,-2.7063,-0.0636,-0.2283
PAYEMS,All Employees: Total Nonfarm,1982-11-01,88786.0,-0.1361,-2.616,-2.616,-0.0657,-0.2206
PAYEMS,All Employees: Total Nonfarm,1982-12-01,88771.0,-0.0169,-2.3368,-2.3368,-0.0643,-0.1968
PAYEMS,All Employees: Total Nonfarm,1983-01-01,88990.0,0.2467,-1.7391,-1.7391,-0.0557,-0.146
PAYEMS,All Employees: Total Nonfarm,1983-02-01,88917.0,-0.082,-1.8175,-1.8175,-0.0605,-0.1526
PAYEMS,All Employees: Total Nonfarm,1983-03-01,89090.0,0.1946,-1.4862,-1.4862,-0.0585,-0.1245
PAYEMS,All Employees: Total Nonfarm,1983-04-01,89364.0,0.3076,-0.8719,-0.8719,-0.0455,-0.0727
PAYEMS,All Employees: Total Nonfarm,1983-05-01,89644.0,0.3133,-0.5138,-0.5138,-0.0237,-0.0426
PAYEMS,All Employees: Total Nonfarm,1983-06-01,90021.0,0.4206,0.1736,0.1736,-0.0022,0.0148
PAYEMS,All Employees: Total Nonfarm,1983-07-01,90437.0,0.4621,1.0232,1.0232,0.0187,0.0852
PAYEMS,All Employees: Total Nonfarm,1983-08-01,90129.0,-0.3406,0.8572,0.8572,0.0012,0.0715
PAYEMS,All Employees: Total Nonfarm,1983-09-01,91247.0,1.2404,2.3143,2.3143,0.0321,0.1917
PAYEMS,All Employees: Total Nonfarm,1983-10-01,91520.0,0.2992,2.939,2.939,0.0319,0.2424
PAYEMS,All Employees: Total Nonfarm,1983-11-01,91875.0,0.3879,3.4792,3.4792,0.0348,0.2861
PAYEMS,All Employees: Total Nonfarm,1983-12-01,92230.0,0.3864,3.8965,3.8965,0.0395,0.3197
PAYEMS,All Employees: Total Nonfarm,1984-01-01,92673.0,0.4803,4.1387,4.1387,0.0501,0.3391
PAYEMS,All Employees: Total Nonfarm,1984-02-01,93157.0,0.5223,4.7685,4.7685,0.0624,0.3895
PAYEMS,All Employees: Total Nonfarm,1984-03-01,93429.0,0.292,4.8704,4.8704,0.0674,0.3976
PAYEMS,All Employees: Total Nonfarm,1984-04-01,93792.0,0.3885,4.955,4.955,0.0759,0.4044
PAYEMS,All Employees: Total Nonfarm,1984-05-01,94098.0,0.3263,4.9685,4.9685,0.0846,0.4054
PAYEMS,All Employees: Total Nonfarm,1984-06-01,94479.0,0.4049,4.9522,4.9522,0.0899,0.4041
PAYEMS,All Employees: Total Nonfarm,1984-07-01,94789.0,0.3281,4.8122,4.8122,0.0957,0.393
PAYEMS,All Employees: Total Nonfarm,1984-08-01,95032.0,0.2564,5.44,5.44,0.1039,0.4427
PAYEMS,All Employees: Total Nonfarm,1984-09-01,95344.0,0.3283,4.49,4.49,0.1157,0.3667
PAYEMS,All Employees: Total Nonfarm,1984-10-01,95629.0,0.2989,4.4897,4.4897,0.1269,0.3667
PAYEMS,All Employees: Total Nonfarm,1984-11-01,95982.0,0.3691,4.4702,4.4702,0.1435,0.3651
PAYEMS,All Employees: Total Nonfarm,1984-12-01,96107.0,0.1302,4.2036,4.2036,0.1556,0.3438
PAYEMS,All Employees: Total Nonfarm,1985-01-01,96372.0,0.2757,3.9915,3.9915,0.1733,0.3267
PAYEMS,All Employees: Total Nonfarm,1985-02-01,96503.0,0.1359,3.5918,3.5918,0.1771,0.2945
PAYEMS,All Employees: Total Nonfarm,1985-03-01,96842.0,0.3513,3.653,3.653,0.1909,0.2995
PAYEMS,All Employees: Total Nonfarm,1985-04-01,97038.0,0.2024,3.4608,3.4608,0.2052,0.284
PAYEMS,All Employees: Total Nonfarm,1985-05-01,97312.0,0.2824,3.4156,3.4156,0.2144,0.2803
PAYEMS,All Employees: Total Nonfarm,1985-06-01,97459.0,0.1511,3.1541,3.1541,0.226,0.2592
PAYEMS,All Employees: Total Nonfarm,1985-07-01,97648.0,0.1939,3.0162,3.0162,0.242,0.248
PAYEMS,All Employees: Total Nonfarm,1985-08-01,97840.0,0.1966,2.9548,2.9548,0.2524,0.243
PAYEMS,All Employees: Total Nonfarm,1985-09-01,98045.0,0.2095,2.8329,2.8329,0.2638,0.2331
PAYEMS,All Employees: Total Nonfarm,1985-10-01,98233.0,0.1917,2.723,2.723,0.2778,0.2242
PAYEMS,All Employees: Total Nonfarm,1985-11-01,98443.0,0.2138,2.564,2.564,0.2875,0.2112
PAYEMS,All Employees: Total Nonfarm,1985-12-01,98609.0,0.1686,2.6033,2.6033,0.2926,0.2144
PAYEMS,All Employees: Total Nonfarm,1986-01-01,98732.0,0.1247,2.4488,2.4488,0.2892,0.2018
PAYEMS,All Employees: Total Nonfarm,1986-02-01,98847.0,0.1165,2.4289,2.4289,0.2947,0.2002
PAYEMS,All Employees: Total Nonfarm,1986-03-01,98934.0,0.088,2.1602,2.1602,0.2918,0.1783
PAYEMS,All Employees: Total Nonfarm,1986-04-01,99121.0,0.189,2.1466,2.1466,0.2885,0.1772
PAYEMS,All Employees: Total Nonfarm,1986-05-01,99248.0,0.1281,1.9895,1.9895,0.2834,0.1643
PAYEMS,All Employees: Total Nonfarm,1986-06-01,99155.0,-0.0937,1.7402,1.7402,0.2691,0.1439
PAYEMS,All Employees: Total Nonfarm,1986-07-01,99473.0,0.3207,1.869,1.869,0.2651,0.1545
PAYEMS,All Employees: Total Nonfarm,1986-08-01,99588.0,0.1156,1.7866,1.7866,0.2778,0.1477
PAYEMS,All Employees: Total Nonfarm,1986-09-01,99934.0,0.3474,1.9267,1.9267,0.253,0.1592
PAYEMS,All Employees: Total Nonfarm,1986-10-01,100121.0,0.1871,1.922,1.922,0.2499,0.1588
PAYEMS,All Employees: Total Nonfarm,1986-11-01,100308.0,0.1868,1.8945,1.8945,0.2443,0.1566
PAYEMS,All Employees: Total Nonfarm,1986-12-01,100509.0,0.2004,1.9268,1.9268,0.2391,0.1592
PAYEMS,All Employees: Total Nonfarm,1987-01-01,100678.0,0.1681,1.971,1.971,0.2305,0.1628
PAYEMS,All Employees: Total Nonfarm,1987-02-01,100919.0,0.2394,2.0962,2.0962,0.2226,0.1731
PAYEMS,All Employees: Total Nonfarm,1987-03-01,101164.0,0.2428,2.254,2.254,0.2212,0.186
PAYEMS,All Employees: Total Nonfarm,1987-04-01,101499.0,0.3311,2.3991,2.3991,0.2196,0.1978
PAYEMS,All Employees: Total Nonfarm,1987-05-01,101728.0,0.2256,2.4988,2.4988,0.2169,0.2059
PAYEMS,All Employees: Total Nonfarm,1987-06-01,101900.0,0.1691,2.7684,2.7684,0.2103,0.2278
PAYEMS,All Employees: Total Nonfarm,1987-07-01,102247.0,0.3405,2.7887,2.7887,0.2106,0.2295
PAYEMS,All Employees: Total Nonfarm,1987-08-01,102420.0,0.1692,2.8437,2.8437,0.2082,0.234
PAYEMS,All Employees: Total Nonfarm,1987-09-01,102647.0,0.2216,2.7148,2.7148,0.2053,0.2235
PAYEMS,All Employees: Total Nonfarm,1987-10-01,103138.0,0.4783,3.0134,3.0134,0.2102,0.2477
PAYEMS,All Employees: Total Nonfarm,1987-11-01,103372.0,0.2269,3.0546,3.0546,0.2063,0.2511
PAYEMS,All Employees: Total Nonfarm,1987-12-01,103661.0,0.2796,3.136,3.136,0.2104,0.2577
PAYEMS,All Employees: Total Nonfarm,1988-01-01,103753.0,0.0888,3.0543,3.0543,0.2052,0.2511
PAYEMS,All Employees: Total Nonfarm,1988-02-01,104214.0,0.4443,3.265,3.265,0.2138,0.2682
PAYEMS,All Employees: Total Nonfarm,1988-03-01,104489.0,0.2639,3.2867,3.2867,0.2114,0.2699
PAYEMS,All Employees: Total Nonfarm,1988-04-01,104732.0,0.2326,3.1853,3.1853,0.2122,0.2617
PAYEMS,All Employees: Total Nonfarm,1988-05-01,104962.0,0.2196,3.1791,3.1791,0.2105,0.2612
PAYEMS,All Employees: Total Nonfarm,1988-06-01,105326.0,0.3468,3.3621,3.3621,0.2159,0.276
PAYEMS,All Employees: Total Nonfarm,1988-07-01,105550.0,0.2127,3.2304,3.2304,0.2164,0.2654
PAYEMS,All Employees: Total Nonfarm,1988-08-01,105674.0,0.1175,3.1771,3.1771,0.2142,0.261
PAYEMS,All Employees: Total Nonfarm,1988-09-01,106013.0,0.3208,3.2792,3.2792,0.2173,0.2693
PAYEMS,All Employees: Total Nonfarm,1988-10-01,106276.0,0.2481,3.0425,3.0425,0.2189,0.2501
PAYEMS,All Employees: Total Nonfarm,1988-11-01,106617.0,0.3209,3.1391,3.1391,0.2219,0.2579
PAYEMS,All Employees: Total Nonfarm,1988-12-01,106898.0,0.2636,3.1227,3.1227,0.2245,0.2566
PAYEMS,All Employees: Total Nonfarm,1989-01-01,107161.0,0.246,3.2847,3.2847,0.2279,0.2697
PAYEMS,All Employees: Total Nonfarm,1989-02-01,107427.0,0.2482,3.0831,3.0831,0.2315,0.2534
PAYEMS,All Employees: Total Nonfarm,1989-03-01,107621.0,0.1806,2.9974,2.9974,0.2341,0.2464
PAYEMS,All Employees: Total Nonfarm,1989-04-01,107791.0,0.158,2.9208,2.9208,0.2332,0.2402
PAYEMS,All Employees: Total Nonfarm,1989-05-01,107913.0,0.1132,2.8115,2.8115,0.2328,0.2314
PAYEMS,All Employees: Total Nonfarm,1989-06-01,108027.0,0.1056,2.5644,2.5644,0.2384,0.2113
PAYEMS,All Employees: Total Nonfarm,1989-07-01,108069.0,0.0389,2.3865,2.3865,0.2305,0.1968
PAYEMS,All Employees: Total Nonfarm,1989-08-01,108120.0,0.0472,2.3147,2.3147,0.2286,0.1909
PAYEMS,All Employees: Total Nonfarm,1989-09-01,108369.0,0.2303,2.2224,2.2224,0.2254,0.1834
PAYEMS,All Employees: Total Nonfarm,1989-10-01,108476.0,0.0987,2.0701,2.0701,0.2229,0.1709
PAYEMS,All Employees: Total Nonfarm,1989-11-01,108752.0,0.2544,2.0025,2.0025,0.2248,0.1654
PAYEMS,All Employees: Total Nonfarm,1989-12-01,108836.0,0.0772,1.8129,1.8129,0.2214,0.1499
PAYEMS,All Employees: Total Nonfarm,1990-01-01,109196.0,0.3308,1.899,1.899,0.2259,0.1569
PAYEMS,All Employees: Total Nonfarm,1990-02-01,109436.0,0.2198,1.8701,1.8701,0.2254,0.1546
PAYEMS,All Employees: Total Nonfarm,1990-03-01,109640.0,0.1864,1.876,1.876,0.2238,0.155
PAYEMS,All Employees: Total Nonfarm,1990-04-01,109674.0,0.031,1.7469,1.7469,0.2155,0.1445
PAYEMS,All Employees: Total Nonfarm,1990-05-01,109828.0,0.1404,1.7746,1.7746,0.2131,0.1467
PAYEMS,All Employees: Total Nonfarm,1990-06-01,109850.0,0.02,1.6875,1.6875,0.209,0.1396
PAYEMS,All Employees: Total Nonfarm,1990-07-01,109815.0,-0.0319,1.6156,1.6156,0.1986,0.1337
PAYEMS,All Employees: Total Nonfarm,1990-08-01,109606.0,-0.1903,1.3744,1.3744,0.1886,0.1139
PAYEMS,All Employees: Total Nonfarm,1990-09-01,109523.0,-0.0757,1.0649,1.0649,0.1804,0.0884
PAYEMS,All Employees: Total Nonfarm,1990-10-01,109377.0,-0.1333,0.8306,0.8306,0.1634,0.0691
PAYEMS,All Employees: Total Nonfarm,1990-11-01,109222.0,-0.1417,0.4322,0.4322,0.1531,0.0361
PAYEMS,All Employees: Total Nonfarm,1990-12-01,109168.0,-0.0494,0.305,0.305,0.144,0.0255
PAYEMS,All Employees: Total Nonfarm,1991-01-01,109058.0,-0.1008,-0.1264,-0.1264,0.1387,-0.0105
PAYEMS,All Employees: Total Nonfarm,1991-02-01,108735.0,-0.2962,-0.6406,-0.6406,0.1182,-0.0535
PAYEMS,All Employees: Total Nonfarm,1991-03-01,108568.0,-0.1536,-0.9777,-0.9777,0.1066,-0.0818
PAYEMS,All Employees: Total Nonfarm,1991-04-01,108350.0,-0.2008,-1.2072,-1.2072,0.0945,-0.1011
PAYEMS,All Employees: Total Nonfarm,1991-05-01,108253.0,-0.0895,-1.4341,-1.4341,0.0859,-0.1203
PAYEMS,All Employees: Total Nonfarm,1991-06-01,108330.0,0.0711,-1.3837,-1.3837,0.0783,-0.116
PAYEMS,All Employees: Total Nonfarm,1991-07-01,108290.0,-0.0369,-1.3887,-1.3887,0.0714,-0.1164
PAYEMS,All Employees: Total Nonfarm,1991-08-01,108299.0,0.0083,-1.1925,-1.1925,0.0683,-0.0999
PAYEMS,All Employees: Total Nonfarm,1991-09-01,108335.0,0.0332,-1.0847,-1.0847,0.0603,-0.0908
PAYEMS,All Employees: Total Nonfarm,1991-10-01,108361.0,0.024,-0.9289,-0.9289,0.0541,-0.0777
PAYEMS,All Employees: Total Nonfarm,1991-11-01,108300.0,-0.0563,-0.8442,-0.8442,0.0436,-0.0706
PAYEMS,All Employees: Total Nonfarm,1991-12-01,108330.0,0.0277,-0.7676,-0.7676,0.0371,-0.0641
PAYEMS,All Employees: Total Nonfarm,1992-01-01,108365.0,0.0323,-0.6354,-0.6354,0.0311,-0.0531
PAYEMS,All Employees: Total Nonfarm,1992-02-01,108313.0,-0.048,-0.3881,-0.3881,0.0229,-0.0324
PAYEMS,All Employees: Total Nonfarm,1992-03-01,108367.0,0.0499,-0.1851,-0.1851,0.0193,-0.0154
PAYEMS,All Employees: Total Nonfarm,1992-04-01,108517.0,0.1384,0.1541,0.1541,0.0187,0.0129
PAYEMS,All Employees: Total Nonfarm,1992-05-01,108647.0,0.1198,0.364,0.364,0.0189,0.0303
PAYEMS,All Employees: Total Nonfarm,1992-06-01,108707.0,0.0552,0.348,0.348,0.0175,0.029
PAYEMS,All Employees: Total Nonfarm,1992-07-01,108792.0,0.0782,0.4636,0.4636,0.0186,0.0386
PAYEMS,All Employees: Total Nonfarm,1992-08-01,108916.0,0.114,0.5697,0.5697,0.0205,0.0474
PAYEMS,All Employees: Total Nonfarm,1992-09-01,108952.0,0.0331,0.5695,0.5695,0.015,0.0474
PAYEMS,All Employees: Total Nonfarm,1992-10-01,109138.0,0.1707,0.717,0.717,0.017,0.0596
PAYEMS,All Employees: Total Nonfarm,1992-11-01,109283.0,0.1329,0.9077,0.9077,0.0136,0.0753
PAYEMS,All Employees: Total Nonfarm,1992-12-01,109502.0,0.2004,1.0819,1.0819,0.017,0.0897
PAYEMS,All Employees: Total Nonfarm,1993-01-01,109790.0,0.263,1.315,1.315,0.0152,0.109
PAYEMS,All Employees: Total Nonfarm,1993-02-01,110048.0,0.235,1.6018,1.6018,0.0156,0.1325
PAYEMS,All Employees: Total Nonfarm,1993-03-01,110004.0,-0.04,1.5106,1.5106,0.0093,0.1251
PAYEMS,All Employees: Total Nonfarm,1993-04-01,110300.0,0.2691,1.6431,1.6431,0.0159,0.1359
PAYEMS,All Employees: Total Nonfarm,1993-05-01,110571.0,0.2457,1.7709,1.7709,0.0188,0.1464
PAYEMS,All Employees: Total Nonfarm,1993-06-01,110742.0,0.1547,1.872,1.872,0.0226,0.1547
PAYEMS,All Employees: Total Nonfarm,1993-07-01,111054.0,0.2817,2.0792,2.0792,0.0313,0.1717
PAYEMS,All Employees: Total Nonfarm,1993-08-01,111200.0,0.1315,2.097,2.097,0.0402,0.1731
PAYEMS,All Employees: Total Nonfarm,1993-09-01,111449.0,0.2239,2.2918,2.2918,0.0485,0.189
PAYEMS,All Employees: Total Nonfarm,1993-10-01,111734.0,0.2557,2.3786,2.3786,0.0593,0.1961
PAYEMS,All Employees: Total Nonfarm,1993-11-01,111988.0,0.2273,2.4752,2.4752,0.0696,0.204
PAYEMS,All Employees: Total Nonfarm,1993-12-01,112324.0,0.3,2.5771,2.5771,0.0793,0.2123
PAYEMS,All Employees: Total Nonfarm,1994-01-01,112601.0,0.2466,2.5603,2.5603,0.0889,0.2109
PAYEMS,All Employees: Total Nonfarm,1994-02-01,112782.0,0.1607,2.4844,2.4844,0.1016,0.2048
PAYEMS,All Employees: Total Nonfarm,1994-03-01,113245.0,0.4105,2.9463,2.9463,0.1173,0.2423
PAYEMS,All Employees: Total Nonfarm,1994-04-01,113589.0,0.3038,2.9819,2.9819,0.1313,0.2452
PAYEMS,All Employees: Total Nonfarm,1994-05-01,113922.0,0.2932,3.0306,3.0306,0.142,0.2491
PAYEMS,All Employees: Total Nonfarm,1994-06-01,114239.0,0.2783,3.1578,3.1578,0.1477,0.2594
PAYEMS,All Employees: Total Nonfarm,1994-07-01,114608.0,0.323,3.2002,3.2002,0.1577,0.2629
PAYEMS,All Employees: Total Nonfarm,1994-08-01,114903.0,0.2574,3.33,3.33,0.1646,0.2734
PAYEMS,All Employees: Total Nonfarm,1994-09-01,115247.0,0.2994,3.4078,3.4078,0.172,0.2797
PAYEMS,All Employees: Total Nonfarm,1994-10-01,115457.0,0.1822,3.332,3.332,0.1764,0.2735
PAYEMS,All Employees: Total Nonfarm,1994-11-01,115868.0,0.356,3.4647,3.4647,0.1879,0.2843
PAYEMS,All Employees: Total Nonfarm,1994-12-01,116173.0,0.2632,3.4267,3.4267,0.1944,0.2812
PAYEMS,All Employees: Total Nonfarm,1995-01-01,116505.0,0.2858,3.4671,3.4671,0.2015,0.2845
PAYEMS,All Employees: Total Nonfarm,1995-02-01,116694.0,0.1622,3.4686,3.4686,0.2073,0.2846
PAYEMS,All Employees: Total Nonfarm,1995-03-01,116908.0,0.1834,3.2346,3.2346,0.211,0.2656
PAYEMS,All Employees: Total Nonfarm,1995-04-01,117065.0,0.1343,3.0602,3.0602,0.2109,0.2515
PAYEMS,All Employees: Total Nonfarm,1995-05-01,117047.0,-0.0154,2.7431,2.7431,0.2071,0.2258
PAYEMS,All Employees: Total Nonfarm,1995-06-01,117291.0,0.2085,2.6716,2.6716,0.2114,0.22
PAYEMS,All Employees: Total Nonfarm,1995-07-01,117382.0,0.0776,2.4204,2.4204,0.2114,0.1995
PAYEMS,All Employees: Total Nonfarm,1995-08-01,117646.0,0.2249,2.3872,2.3872,0.2145,0.1968
PAYEMS,All Employees: Total Nonfarm,1995-09-01,117873.0,0.193,2.2786,2.2786,0.2189,0.188
PAYEMS,All Employees: Total Nonfarm,1995-10-01,118026.0,0.1298,2.2251,2.2251,0.2178,0.1836
PAYEMS,All Employees: Total Nonfarm,1995-11-01,118165.0,0.1178,1.9824,1.9824,0.2173,0.1638
PAYEMS,All Employees: Total Nonfarm,1995-12-01,118325.0,0.1354,1.8524,1.8524,0.2155,0.1531
PAYEMS,All Employees: Total Nonfarm,1996-01-01,118317.0,-0.0068,1.5553,1.5553,0.208,0.1287
PAYEMS,All Employees: Total Nonfarm,1996-02-01,118737.0,0.355,1.7507,1.7507,0.2114,0.1448
PAYEMS,All Employees: Total Nonfarm,1996-03-01,118992.0,0.2148,1.7826,1.7826,0.2184,0.1474
PAYEMS,All Employees: Total Nonfarm,1996-04-01,119158.0,0.1395,1.7879,1.7879,0.2148,0.1478
PAYEMS,All Employees: Total Nonfarm,1996-05-01,119496.0,0.2837,2.0923,2.0923,0.2159,0.1728
PAYEMS,All Employees: Total Nonfarm,1996-06-01,119770.0,0.2293,2.1135,2.1135,0.218,0.1745
PAYEMS,All Employees: Total Nonfarm,1996-07-01,120019.0,0.2079,2.2465,2.2465,0.2159,0.1853
PAYEMS,All Employees: Total Nonfarm,1996-08-01,120198.0,0.1491,2.1692,2.1692,0.2164,0.179
PAYEMS,All Employees: Total Nonfarm,1996-09-01,120400.0,0.1681,2.1438,2.1438,0.2149,0.177
PAYEMS,All Employees: Total Nonfarm,1996-10-01,120665.0,0.2201,2.2359,2.2359,0.2139,0.1845
PAYEMS,All Employees: Total Nonfarm,1996-11-01,120947.0,0.2337,2.3543,2.3543,0.2141,0.1941
PAYEMS,All Employees: Total Nonfarm,1996-12-01,121143.0,0.1621,2.3816,2.3816,0.2102,0.1964
PAYEMS,All Employees: Total Nonfarm,1997-01-01,121357.0,0.1767,2.5694,2.5694,0.2083,0.2117
PAYEMS,All Employees: Total Nonfarm,1997-02-01,121674.0,0.2612,2.4735,2.4735,0.2111,0.2038
PAYEMS,All Employees: Total Nonfarm,1997-03-01,121991.0,0.2605,2.5203,2.5203,0.2069,0.2077
PAYEMS,All Employees: Total Nonfarm,1997-04-01,122288.0,0.2435,2.6268,2.6268,0.2052,0.2163
PAYEMS,All Employees: Total Nonfarm,1997-05-01,122560.0,0.2224,2.5641,2.5641,0.2033,0.2112
PAYEMS,All Employees: Total Nonfarm,1997-06-01,122816.0,0.2089,2.5432,2.5432,0.2013,0.2095
PAYEMS,All Employees: Total Nonfarm,1997-07-01,123114.0,0.2426,2.5788,2.5788,0.1991,0.2124
PAYEMS,All Employees: Total Nonfarm,1997-08-01,123086.0,-0.0227,2.4027,2.4027,0.1913,0.1981
PAYEMS,All Employees: Total Nonfarm,1997-09-01,123575.0,0.3973,2.637,2.637,0.194,0.2172
PAYEMS,All Employees: Total Nonfarm,1997-10-01,123924.0,0.2824,2.7009,2.7009,0.1968,0.2224
PAYEMS,All Employees: Total Nonfarm,1997-11-01,124226.0,0.2437,2.7111,2.7111,0.1937,0.2232
PAYEMS,All Employees: Total Nonfarm,1997-12-01,124549.0,0.26,2.8116,2.8116,0.1936,0.2314
PAYEMS,All Employees: Total Nonfarm,1998-01-01,124806.0,0.2063,2.842,2.842,0.1914,0.2338
PAYEMS,All Employees: Total Nonfarm,1998-02-01,125017.0,0.1691,2.7475,2.7475,0.1916,0.2262
PAYEMS,All Employees: Total Nonfarm,1998-03-01,125165.0,0.1184,2.6018,2.6018,0.1898,0.2143
PAYEMS,All Employees: Total Nonfarm,1998-04-01,125446.0,0.2245,2.5824,2.5824,0.1923,0.2127
PAYEMS,All Employees: Total Nonfarm,1998-05-01,125846.0,0.3189,2.6811,2.6811,0.2016,0.2208
PAYEMS,All Employees: Total Nonfarm,1998-06-01,126076.0,0.1828,2.6544,2.6544,0.2009,0.2186
PAYEMS,All Employees: Total Nonfarm,1998-07-01,126211.0,0.1071,2.5156,2.5156,0.2017,0.2073
PAYEMS,All Employees: Total Nonfarm,1998-08-01,126546.0,0.2654,2.811,2.811,0.2028,0.2313
PAYEMS,All Employees: Total Nonfarm,1998-09-01,126744.0,0.1565,2.5644,2.5644,0.2018,0.2113
PAYEMS,All Employees: Total Nonfarm,1998-10-01,126948.0,0.161,2.4402,2.4402,0.2027,0.2011
PAYEMS,All Employees: Total Nonfarm,1998-11-01,127223.0,0.2166,2.4125,2.4125,0.2054,0.1989
PAYEMS,All Employees: Total Nonfarm,1998-12-01,127595.0,0.2924,2.4456,2.4456,0.2098,0.2016
PAYEMS,All Employees: Total Nonfarm,1999-01-01,127699.0,0.0815,2.318,2.318,0.2122,0.1912
PAYEMS,All Employees: Total Nonfarm,1999-02-01,128118.0,0.3281,2.4805,2.4805,0.2115,0.2044
PAYEMS,All Employees: Total Nonfarm,1999-03-01,128234.0,0.0905,2.452,2.452,0.208,0.2021
PAYEMS,All Employees: Total Nonfarm,1999-04-01,128596.0,0.2823,2.511,2.511,0.212,0.2069
PAYEMS,All Employees: Total Nonfarm,1999-05-01,128813.0,0.1687,2.3576,2.3576,0.2088,0.1944
PAYEMS,All Employees: Total Nonfarm,1999-06-01,129084.0,0.2104,2.3859,2.3859,0.2083,0.1967
PAYEMS,All Employees: Total Nonfarm,1999-07-01,129421.0,0.2611,2.5434,2.5434,0.2098,0.2095
PAYEMS,All Employees: Total Nonfarm,1999-08-01,129572.0,0.1167,2.3912,2.3912,0.2088,0.1971
PAYEMS,All Employees: Total Nonfarm,1999-09-01,129772.0,0.1544,2.3891,2.3891,0.2085,0.197
PAYEMS,All Employees: Total Nonfarm,1999-10-01,130178.0,0.3129,2.5443,2.5443,0.211,0.2096
PAYEMS,All Employees: Total Nonfarm,1999-11-01,130467.0,0.222,2.5499,2.5499,0.2107,0.2101
PAYEMS,All Employees: Total Nonfarm,1999-12-01,130783.0,0.2422,2.4985,2.4985,0.2129,0.2059
